"Search Results"

"Summary"
"Saved on";"11.06.2018 08.18.55"
"Searched for";"fluor"
"In folder(s)";"C:\Apps\completion reports"
"Number of document(s) found";"325"            
"Number of instance(s) found";"10362"          

"File name";"Title";"Page";"Search Instance"
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"to dull brown fluorescence, very slow streaming to clouding milky cut fluorescence, slow streaming "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"clouding milky cut fluorescence, slow streaming to clouding pale yellow white crush cut fluorescence, "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"white crush cut fluorescence, occ trace pale brown residue. Shows are very poor and "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"SANDSTONE, light yellow fluorescence, slow bright white streaming cut, white milky crush cut. Average "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"SANDSTONE, pale brown fluorescence, pale white streaming cut, bright white crush cut. SILTSTONE: occ "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"135";"shows, light yellow fluorescence, pale white streaming cut, milky white to light yellow crush "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"136";"stain, light brown fluorescence, light yellow fast streaming cut, light yellow crush cut, dark "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"136";"very dull yellow fluorescence, very slow streaming milky cut, clouding milky crush cut, no "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"144";"cryptocrystalline. White mineral fluorescence. Shows: Pale white slow streaming fluorescence. Pale white crush cut. "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"144";"white slow streaming fluorescence. Pale white crush cut. Med brown residue. No Recovery Recovery "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"144";"White (mineral) fluorescence. l""lhite streaming cut. Pale white crush cut. Med brown "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"145";"lt brown mineral fluorescence. Interbeds with: Dark grey, mod hard, silty, calcareous. Recovery: 40.0 "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"145";"porosity. Pale white fluorescence glauconitic. "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"147";"light yellos white fluorescence. No streaming cut. Pale white crush cut. Lost "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"149";"Dull yellow brown fluorescence, clouding & then slow streaming yellow white cut fluo, slow "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"149";"v dull brown fluorescence, milky yellow streaming cut fluo, slow streaming pale white crush "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"150";"v dull brown fluorescence, milky slow streaming cut flue, slow streaming milky cruch cut "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"150";"odour, yellow brown fluorescence, instant milky yellow streaming and then clouding cut flue, yellow "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"150";"odour, yellow brown fluorescence, instant streaming then clouding yellow white flue, yellow white streaming "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"152";"v dull brown fluorescence, milky slow streaming cut fluo, slow streaming to cloudy milky "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"152";"dull yellow brown fluorescence, v pale Lost Lost Lost Lost Lost blue white streaming "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"153";"dull yellow brown fluorescence, cloudy yellow white cut fluo, cloudy pale yellow white crush "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"157";"white-dull brown fluorescence, v slow streaming to clouding milky cut, slow streaming to "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"158";"odour, pale brown fluorescence, very slow streaming to cloudy white cut fluorescence, clouding pale "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"158";"cloudy white cut fluorescence, clouding pale white crush cut fluorescence, occ trace pale brown "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"158";"white crush cut fluorescence, occ trace pale brown residue. SANDSTONE, gen as unconsolidated quartz, "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"159";"poor dull yellow fluor, no visible cut. "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"160";"dull yellow patchy fluor bee fair from consolidated parts, poor slow streaming white cut "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"160";"oil stain, poor fluor, good light yellowmilky white fast str cut. 3361.65 - 3362.75 "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"160";"oil stain, poor fluor, poor milky white cut, bee good with depth. 3362.75- 3363.30 "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"160";"visible por, poor fluor, good light yellow-milky white fast str cut • "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"grained, hard, poor fluor, good light yellow-milky white streaming cut. 3363.50 - 3365.05 "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"in lower, poor fluor, good streaming light yellow-milky white cut. 3365.05 - 3365.50 "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"visible porosity, fair fluor. 3365.50 - 3366.00 m: Ave rep 4.5 m/hr. SILTY "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"no stain, no fluor, poor slow streaming milky white cut. 3366.00 - 3369.00 m: "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"no stain, no fluor, poor very slow str milky white cut • 3369.00 - "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"fair dull yellow fluor, fair streaming milky white cut. 3370.10 - 3375.10 m: Ave "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"oil stain, fair fluor bee poor below ea. 3371 m, fair streaming light yellow "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"161";"oil stain, fair fluor, good fast streaming light yellow-milky white cut, light brown "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"162";"m, fairocc good fluor, fast str light yellow - milky white cut. 3378.3 m: "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"162";"yellow - yellow fluor, fair streaming milky white cut. 3395.20 - 3396.60 m: LOST "
"34_2-3__WELL__34-02-03_PB-706-0561.PDF";"";"162";"stain. Clear yel fluor, mod str, milky white cut, bleed dk brown oil from "

"File name";"Title";"Page";"Search Instance"
"34_2-4__WELL__34-02-04_PB-706-0559.PDF";"";"36";"light yellow brown fluorescence, slow to moderately fast streaming light yellow to yellowish white "

"File name";"Title";"Page";"Search Instance"
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"8";"Oil stain and Fluorescence ..................................... 30 6 Coring ......................................................... 31 6.1 Conventional Cores . "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"Oil stain and Fluorescence I Classific.: INTERNAL E&P No. Rev. Page: Date: 30 "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"dull yellow brown directfluoresence, weak 3940 (L. Depth) very slow dull milky white "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"white - blue whitefluoresence cut, weak white - yellow white fluoresence residual 3952 ("
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"- yellow white fluoresence residual 3952 (L. Depth) Sidewall Core Sandstone weak - "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"white- blue white fluorescence cut, weak - moderate yellow fluorescence residual 3954,5 (L. "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"- moderate yellow fluorescence residual 3954,5 (L. Depth) Sidewall Core Sandstone weak petroleum "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"dull yellow direct fluorescence, very slow weak milky white - blue white cut fluorescence, "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"blue white cut fluorescence, weak yellow white fluorescence residuaL Weak petroleum, 40 - 60% "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"weak yellow white fluorescence residuaL Weak petroleum, 40 - 60% dull yellow white direct "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"Sandstone blue white fluorescent cut, no visible cut, weak white - yellow white fluorescence "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"- yellow white fluorescence residue, no visible residue. very weak petroleum odour, 20 - "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"Core Sandstone direct fluorescence, weak very slow streaming blue white fluorescence cut, no visible "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"streaming blue white fluorescence cut, no visible cut, weak white - yellow white fluorescence "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"- yellow white fluorescence residual , no visible residuaL weak petroleum odour, 40% patchy "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"40% patchy direct fluorescence, 3962-3963 Core Sandstone no - very slow dull yellow "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"dull yellow streaming fluorescence cut, very weak dull white crush cut, very weak yellow "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"yellow brown residual fluorescence 3964-3965 Core Sandstone weak petroleum odour, 40 - 60% "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"dull yellow direct fluorescence, very slow - slow streaming blue white fluorescence cut, no "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"streaming blue white fluorescence cut, no visible cut 3969 Core Sandstone no - very "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"weak yellow direc fluorescence, very slow blooming blue white fluorescence cut 3976 Core Sandstone "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"blooming blue white fluorescence cut 3976 Core Sandstone very weak petroleum odour, 40% patchy "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"40% patchy direct fluorescence, weak blue white fluorescence cut Table 5.2 Shows summary 34/"
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"32";"weak blue white fluorescence cut Table 5.2 Shows summary 34/4-IOR K:lvac\"
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"yel white dir Fluor, slo - v slo strmg bl wh Fluor cut, no "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"strmg bl wh Fluor cut, no vis cut, wk - mod wh - yel "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"yel wh res Fluor, no vis res. 3 957 Sst: bm gry, clr- tmsl "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"wk dull yel Fluor, wk v slo strmg bl wh Fluor cut, wk wh "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"strmg bl wh Fluor cut, wk wh - yel wh res Fluor, no vis "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"yel wh res Fluor, no vis res. 3 959 as 3958m 3 960 Sst: "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"wk yel dir Fluor, wk slo strmg bl wh cut. 3 961 Sst: lt "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"40% pch dir Fluor, non - v slo dull yel strmg Fluor cut, v "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"dull yel strmg Fluor cut, v wk dull wh crsh cut, v wk yel "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"58";"yel brn res Fluor • J:\BBS\500-plan_lete\OPERA T0RBR0NNER opsgeol\3441 "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"59";"wk yel dir Fluor, v slo blmg blu wh Fluor cut, no vis cut. "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"59";"blmg blu wh Fluor cut, no vis cut. 3 970 Sst/Slst: as 396lm "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"61";"and shows description Fluorescence m RKB cm Direct Cut Tr M G Tr M "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"dull yel dir fluor, v slo wk mlky wh - bl wh fluor cut, "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"- bl wh fluor cut, wk yel wh fluor res . 16 3952 4,8 "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"wk yel wh fluor res . 16 3952 4,8 Sst: brn blk, vt- f, "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"bl wh cut fluor, wk - mod yel wh fluor res. 17 3940 4,5 "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"mod yel wh fluor res. 17 3940 4,5 Sst: brn gry, vt, sbang, wl "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"yel brn dir fluor, wk v slow dull mlky wh - bl wh cut "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"62";"bl wh cut fluor, wk wh - yel wh rfluo res 18 3931 5 "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"64";"and shows description Fluorescence mRKB cm Direct Cut Tr M G Tr M G "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"65";"and shows description Fluor.,.,._.,,,._., m RKB cm Direct Cut Tr M G Tr M "
"34_4-10__WELL__34-04-10-AND-10R_PB-706-0855.PDF";"";"66";"and shows description Fluorescence m RKB cm Direct Cut Tr M G Tr M "

"File name";"Title";"Page";"Search Instance"
"34_4-9_S__WELL__34-4-9-S_PB-706-418.PDF";"";"32";"a yellow white fluorescence and an instant streaming blue white cut. Gas values increased "

"File name";"Title";"Page";"Search Instance"
"34_7-23_S__WELL__34-7-23-S_PB-706-433.PDF";"";"53";"orange to golden fluorescence. They showed a moderate to slow streaming cloudy pale yellow "
"34_7-23_S__WELL__34-7-23-S_PB-706-433.PDF";"";"53";"of light yellow fluorescence, fast streaming yellow white cut and a blue white residuum "
"34_7-23_S__WELL__34-7-23-S_PB-706-433.PDF";"";"53";"weak yellow gold fluorescence with slowly to moderately streaming, moderate to weak milky white "
"34_7-23_S__WELL__34-7-23-S_PB-706-433.PDF";"";"54";"weak yellow white fluorescence with fast to instant, occasionally moderate streaming, strong blue white "
"34_7-23_S__WELL__34-7-23-S_PB-706-433.PDF";"";"54";"no staining, no fluorescens and a slow streaming weak yellow white cloudy cut with "
"34_7-23_S__WELL__34-7-23-S_PB-706-433.PDF";"";"127";"PORO· STAIN FLUOR ~~UT DESCRIPTION SITY :;; 'P ~o 3.0 "

"File name";"Title";"Page";"Search Instance"
"34_7-25_S__WELL__34-7-25-S_PB-706-399.PDF";"";"48";"white to yellow fluorescence. There was fast streaming stream moderate yellow white cut and "
"34_7-25_S__WELL__34-7-25-S_PB-706-399.PDF";"";"48";"to bright yellow fluorescence. The cut reaction was instant to fast cloudy streaming blue "

"File name";"Title";"Page";"Search Instance"
"34_7-26_SR__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"22";"the sands exhibit fluorescence. From log analysis, the sands exhibit good porosities, but have "
"34_7-26_SR__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"22";"The sands exhibit fluorescence. lntetpreted from the logs, the best part of the reservoir "
"34_7-26_SR__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"51";"orange to gold fluorescence with slow to fast streaming bluish white cut, leaving a "
"34_7-26_SR__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"51";"orange to gold fluorescence, with slow to instant streaming streaming strong bluish white to "

"File name";"Title";"Page";"Search Instance"
"34_7-26_S__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"22";"the sands exhibit fluorescence. From log analysis, the sands exhibit good porosities, but have "
"34_7-26_S__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"22";"The sands exhibit fluorescence. lntetpreted from the logs, the best part of the reservoir "
"34_7-26_S__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"51";"orange to gold fluorescence with slow to fast streaming bluish white cut, leaving a "
"34_7-26_S__WELL__34-07-26-S_AND_SR_PB-706-0395.PDF";"";"51";"orange to gold fluorescence, with slow to instant streaming streaming strong bluish white to "

"File name";"Title";"Page";"Search Instance"
"34_7-28__WELL__34-07-28_PB-706-0402.PDF";"";"57";"no stain, no fluorescence, instant streaming cloudy very weak yellowish white cut, very weak "
"34_7-28__WELL__34-07-28_PB-706-0402.PDF";"";"158";"LITHOLOGY PORO- STAIN FLUOR ~ %U;\ DESCRIPTION GRAIN SIZE SIT V : r,; "
"34_7-28__WELL__34-07-28_PB-706-0402.PDF";"";"159";"PSOITRYO · STAIN FLUOR ~~ue;; ~ DESCRIPTION ~ 10_2,03,0 2.~ ~,0 "

"File name";"Title";"Page";"Search Instance"
"35-04-01_PB-706-0321.PDF";"";"9";"Oil stain and fluorescence . . . . . . . . . . "
"35-04-01_PB-706-0321.PDF";"";"35";"Oil stain and fluorescence No. : Rev. : Date : 1997-11-14 Page: "
"35-04-01_PB-706-0321.PDF";"";"35";"DESCRIPTION no direct fluorescence, very slow-moderate fast streaming blue white fluorescent cut, no "
"35-04-01_PB-706-0321.PDF";"";"35";"streaming blue white fluorescent cut, no visible cut, blue white - yellow white fluorescent "
"35-04-01_PB-706-0321.PDF";"";"35";"- yellow white fluorescent residue, no visible residue. no - locally bright yellow - "
"35-04-01_PB-706-0321.PDF";"";"35";"blue white direct fluorescence, no - slow blooming - streaming blue white fluorescent cut, "
"35-04-01_PB-706-0321.PDF";"";"35";"streaming blue white fluorescent cut, no visible cut, blue white - yellow brown fluorescent "
"35-04-01_PB-706-0321.PDF";"";"35";"- yellow brown fluorescent residue, no visible residue. fair- bright yellow dir fluorescence, fast "
"35-04-01_PB-706-0321.PDF";"";"35";"bright yellow dir fluorescence, fast streaming blue white fluorescent cut, no visible cut, blue "
"35-04-01_PB-706-0321.PDF";"";"35";"streaming blue white fluorescent cut, no visible cut, blue white fluorescent residue, very pale "
"35-04-01_PB-706-0321.PDF";"";"35";"cut, blue white fluorescent residue, very pale straw visible residue no direct flourescence, no "
"35-04-01_PB-706-0321.PDF";"";"35";"weak blue white fluorescent cut, no visible cut, no - dull blue white - "
"35-04-01_PB-706-0321.PDF";"";"35";"- yellow white fluorescent residue, no visible residue. no- moderatly yellow direct fluorescence, slow "
"35-04-01_PB-706-0321.PDF";"";"35";"moderatly yellow direct fluorescence, slow - moderatly streaming - blooming blue white fluorescent cut, "
"35-04-01_PB-706-0321.PDF";"";"35";"blooming blue white fluorescent cut, no visible cut, blue white - yellow white fluorescent "
"35-04-01_PB-706-0321.PDF";"";"35";"- yellow white fluorescent residue. no visible residue. good-no petroleum odour, no - "
"35-04-01_PB-706-0321.PDF";"";"35";"blue white direct fluorescence, very slow - slow streaming - blooming blue white fluorescent "
"35-04-01_PB-706-0321.PDF";"";"35";"blooming blue white fluorescent cut, no visible cut, strong - weak blue white fluorescent "
"35-04-01_PB-706-0321.PDF";"";"35";"weak blue white fluorescent residue. no visible residue. no- very weak petroleum oduor, no- "
"35-04-01_PB-706-0321.PDF";"";"35";"dull yellow direct fluorescence, very .slow - slow streaming blue white fluorescent cut, "
"35-04-01_PB-706-0321.PDF";"";"35";"streaming blue white fluorescent cut, no visible cut, blue white fluorescent residue, no visible "
"35-04-01_PB-706-0321.PDF";"";"35";"cut, blue white fluorescent residue, no visible residue. no- moderate petroleum odour, no- weak "
"35-04-01_PB-706-0321.PDF";"";"35";"weak bluish direct fluorescence , no - very slow - slow streaming weak bluish "
"35-04-01_PB-706-0321.PDF";"";"35";"streaming weak bluish fluorescent cut, no visible cut, no - weak bluish fluorescent residue, "
"35-04-01_PB-706-0321.PDF";"";"35";"- weak bluish fluorescent residue, no visible residue . "
"35-04-01_PB-706-0321.PDF";"";"36";"bright white direct fluorescence , slow blooming blue white fluorescent cut, no visible cut, "
"35-04-01_PB-706-0321.PDF";"";"36";"blooming blue white fluorescent cut, no visible cut, blue white fluorescent residue, no visible "
"35-04-01_PB-706-0321.PDF";"";"36";"cut, blue white fluorescent residue, no visible residue. "
"35-04-01_PB-706-0321.PDF";"";"51";"gen no dir Fluor, loc t~:'~ cmt, arg Mtrx, Tr ic! n.v.p. "
"35-04-01_PB-706-0321.PDF";"";"51";"bl wh dir Fluor, v slo-slo r- - f- strmg-blmg fluor cut, "
"35-04-01_PB-706-0321.PDF";"";"51";"f- strmg-blmg fluor cut, no vis cut, r·!'.:::c Sst: olv "
"35-04-01_PB-706-0321.PDF";"";"51";"wk bl wh fluor Res, no vis Res. r- r:~: hd, occ fri-mod "
"35-04-01_PB-706-0321.PDF";"";"52";"strm~ bl w fluor cut, l• 11 • no vis cut, wk r-r "
"35-04-01_PB-706-0321.PDF";"";"52";"r Jc"". yel fluor Res, no vis es. ~{ I I-1- t~ 1- "
"35-04-01_PB-706-0321.PDF";"";"53";"od, no dir Fluor, v slo 4810 1cM·- carb, loc blk arg "
"35-04-01_PB-706-0321.PDF";"";"53";"bl~ bl wh fluor cut, no vis cut, 1M11.1R . ""- Dol: dusky yel "
"35-04-01_PB-706-0321.PDF";"";"53";"Tr wh-yel fluor Res, no "" M • Wd Frag, mtcroxln. vis Res. "
"35-04-01_PB-706-0321.PDF";"";"54";"strmg bl wh fluor ~~~. Mic, carb, pred masslbioturb, loc Tr sblam. I~ ·"
"35-04-01_PB-706-0321.PDF";"";"54";"Tr bl wh fluor Res, ....... l~lhtt· olv ~ry-brn gry, "
"35-04-01_PB-706-0321.PDF";"";"55";"yel wh dir Fluor, gen v slo Mw f?~ v slty, mic, carb, pt "
"35-04-01_PB-706-0321.PDF";"";"55";"strmg bl wh fluor loc no fluor cut, no vis cut, 4145 -Icut, "
"35-04-01_PB-706-0321.PDF";"";"55";"fluor loc no fluor cut, no vis cut, 4145 -Icut, Sltst: gry blk "
"35-04-01_PB-706-0321.PDF";"";"55";"wk bl wh fluor Res, loc no - ~~~·"" abd Mic, Lam "
"35-04-01_PB-706-0321.PDF";"";"55";"blk vit. fr fluor Res, no vis Res. l•··· ·~ "
